school_key,school_name,num_teachers,student_teacher_ratio,has_computer_lab,has_library,school_language
0c94bd3d-0cdd-43aa-9e8b-83f353542961,,,,,,
2cb619a0-5ac2-4369-b144-1f1f424e23b8,,,,,,
9057a34a-46f4-41db-b0e6-b39fc421b28b,,,,,,
9cdedc89-a23b-454a-99f2-037fdaff6141,,,,,,
3eb427aa-c4ef-413f-bedc-a1cec2e16155,,,,,,
fafd91ca-df04-4f97-8987-68448ea79208,,,,,,
7f35034c-fe89-4303-bee0-9341ab08648d,,,,,,
f744bf16-818d-48f4-b5fd-9e8da200bd28,,,,,,
18813fe9-77cc-411f-b10f-0cf526bee3df,,,,,,
7244b75d-46ca-4256-a9a0-6513ecd65c97,,,,,,
f80caf77-0033-4958-b469-0fc9ba35848b,,,,,,
f5bd73c7-6398-413e-a722-33f3c5bc5ece,,,,,,
642f7b71-ab76-4ddc-9a19-a09a485e1e1c,,,,,,
246c317f-604b-40fa-9d8b-e4c32cfb7903,,,,,,
bfb940e9-edda-4d25-bbc0-4b35695118b2,,,,,,
4e283db9-e068-41e2-b188-0974acfed2e2,,,,,,
daa80738-3f95-40c2-94e9-64408d7bd34e,,,,,,
e392e783-e966-4b09-970c-fb0073d2f68c,,,,,,
a6841678-8ce4-4069-a3f7-c9854b8f1fcd,,,,,,
e45de04e-872f-4854-9c28-c4c4295c6b64,,,,,,
334a5507-3721-4600-911d-1e5822735c35,,,,,,
f3ec7875-8031-4afa-9e2f-3426cd3227fb,,,,,,
69a0a3c4-57fb-40f1-8cba-0ec1189b1e0c,,,,,,
7e596970-4ee6-44e8-ae2f-c7fbe5af40be,,,,,,
6bc58440-caf2-4619-93ea-f48b5a58cb38,,,,,,
763ae4b7-8c78-4410-a56e-87cdec2b9b1d,,,,,,
f656c127-6d95-4d89-87ae-5f4f7bda5bef,,,,,,
f2af5399-2d97-4736-bfae-47577ca150d8,,,,,,
6038f2f2-1b7f-4687-a1ff-b26232c7745f,,,,,,
1ed803de-624d-409f-be12-ca8a98dfa844,,,,,,
61d591d9-0de9-4412-a513-901bab3df632,,,,,,
84acfc14-9351-47da-b937-df98b4197bdf,,,,,,
bf0a6ded-f075-4f81-b0a5-513999b87c09,,,,,,
10ebb54a-1b4d-4a7d-ae25-9d0908a6da02,,,,,,
14282a46-56ad-4656-a3d6-adf60fd658d2,,,,,,
e0586a04-cca5-4aec-bd33-18188995e086,,,,,,
9ac6a089-d644-4b5d-b777-54053efc7467,,,,,,
0086a333-5b8f-42dc-97ac-92c8b10b6ec4,,,,,,
0663e4d1-771a-4018-b8fa-7eed19e071f6,,,,,,
4ffa9f89-c843-47c1-a9c1-5198f7f08c3d,,,,,,
691d96b0-4d1f-4d29-aa6c-b0d7d69e35ef,,,,,,
af200d1e-e94f-4227-87bf-3532d7397111,,,,,,
f8dad796-735f-456a-bf8d-a3c714cf1246,,,,,,
ebb30af0-10ba-4b4a-b6ab-d672fec02266,,,,,,
10fdc0e3-fe54-4a2b-931e-18f616286a6e,,,,,,
a159127f-a90e-488c-8afb-7d5e0da50db9,,,,,,
bcba97ab-4ac2-44e5-8428-9475248e55e2,,,,,,
cfdaac3b-89be-4899-8f34-7d3297a0d6f0,,,,,,
678912df-55dc-4f8a-81aa-740d6be00635,,,,,,
42870b2f-d7e5-4969-93c7-46cd047e05db,,,,,,
7de9635e-2cce-402e-94db-f6669ead7fa6,,,,,,
4e3c666d-2ea5-422a-873d-6402cce97bab,,,,,,
eef6c0cf-8c46-407d-bedf-74112889b86b,,,,,,
93efe9b3-af12-4459-b3d1-2e3b9618f0f0,,,,,,
d00d2e1b-3d67-4566-9ffa-8bfe28b8792e,,,,,,
ceecebef-3136-46aa-ae1c-41d836fb8a6c,,,,,,
5da6bd55-e340-484e-8006-bd7fe8d58ca6,,,,,,
1a035d9c-3e85-44c2-a0f2-22de9a975088,,,,,,
46582d6f-f346-4453-a7b2-ddf675903571,,,,,,
98c1abe0-bdec-4495-9c8d-17d386131e8a,,,,,,
8612e1de-dbe8-4a05-87fa-9e4a07f1d28e,,,,,,
409e8bde-e086-42ad-bd51-0d086e17c19e,,,,,,
e4b5dce9-5194-4066-a683-10f1fba08cca,,,,,,
e21b4c5b-8a91-46ae-ba68-c0ed5b5428ad,,,,,,
d6417d1c-d45b-416e-8b34-165eac754adf,,,,,,
f05f3383-e2fa-4a40-9518-c939571ae8b3,,,,,,
fc0c9095-5485-441c-8d78-6e8760cf8761,,,,,,
bfe2258f-c37e-49b2-8b98-c7d5633fbbcf,,,,,,
518a8ac7-9d2a-444d-97e8-8b1e10e95eed,,,,,,
bb2761e9-faa7-45a1-a7c9-03f54ae169af,,,,,,
e008652b-0886-4e5a-8f91-e0bc328cde12,,,,,,
eb8b780c-f799-47a9-9b13-93e74e5ebf98,,,,,,
5f1eb842-27ca-4a47-9b65-0afa4e0a30e5,,,,,,
9b65d9d0-e0a3-4487-a64f-1679f7d69e66,,,,,,
1cac8465-5602-40a9-9d7c-dec3a9bdfa24,,,,,,
3b10af10-11d5-4f0a-89f7-e39e727c6259,,,,,,
560467c7-d69e-4601-8260-097792b9478c,,,,,,
644ca0a3-733b-4c80-b231-3c0c406e1331,,,,,,
9ba1f732-36e4-4dc0-881e-1d5fcfd61ca1,,,,,,
423d09cd-0a0a-4361-ba89-ac6a4429f355,,,,,,
a916eddd-da93-42cf-9e32-c7a6c69864de,,,,,,
d07cdbf5-87d8-470a-82e2-d8e07cb77704,,,,,,
ec18ffc0-c74e-4eb7-b96f-2b831ae3b388,,,,,,
db3c289b-4fec-4628-92c6-44a70923d5d8,,,,,,
e508750a-c5b6-44f3-a41a-f6b2271753b2,,,,,,
68037721-dfec-47f4-ab43-a9077bedb735,,,,,,
48e0e3ed-0017-4830-bfa4-ba8bbc08b476,,,,,,
bd9eedaf-e24d-4011-b50c-0911d19a9113,,,,,,
17c85007-f158-42bc-bf32-4bc1e6c626e7,,,,,,
1c6a3c43-35a9-4586-b96d-0bc02f61b542,,,,,,
e1b18cd1-70af-407b-bb90-58b28aa7791e,,,,,,
840ef5fc-1ef1-46c9-b373-35a3900ad52b,,,,,,
a2ff5661-ebb3-49ea-af3a-94492c1c3b01,,,,,,
b2963559-75af-41e7-9a5e-cc8af3ee1d7f,,,,,,
f6bab95a-60aa-4cb5-b35d-e2d4730edcfb,,,,,,
143dc579-fe6a-416e-96db-ec5966ec71c4,,,,,,
4aa5864d-696d-47d3-bb1f-e35f1a051823,,,,,,
67fa6687-b3a7-4b16-a6e0-190d1ad9409d,,,,,,
75c5ca33-855e-4396-a85e-e52614d33124,,,,,,
b8aa0880-ef5e-4c37-96ad-3ce29120614b,,,,,,
85bf1f83-8f5b-4526-8a33-78fdd919ccc8,,,,,,
c598983c-4469-4d0f-b071-1857ddfb8182,,,,,,
eab18f48-48ea-404e-a35d-17ba733ef4c1,,,,,,
5745aafd-d699-49c0-bd72-4159efadda04,,,,,,
dd465466-4a14-4baa-a5ac-7f4f7b3df82a,,,,,,
f71fc4f5-1f5c-43ff-9915-4d76c6bdd6a8,,,,,,
929c20b6-94e4-494f-9659-ad205f76a9ae,,,,,,
32aaab30-8d8a-4ca6-88fc-4dc065a50670,,,,,,
df7abf88-3ba2-4559-bfb8-1386de00b205,,,,,,
8db2abdc-9bed-4526-99da-b9d3992ac0aa,,,,,,
7e695337-febb-4e21-a13d-7943afcffceb,,,,,,
56678986-19ac-471c-a7e3-8eed5d0c9255,,,,,,
e6479642-80ab-485c-a2a7-99e1d41aa827,,,,,,
e999ebea-4bd8-4f40-8515-89b0fb8dec55,,,,,,
d281d75b-bfc7-41a3-bafb-e02fb7b3ba1a,,,,,,
551c2ad8-2c74-43f3-83bb-0405c6ff92a0,,,,,,
b662651a-353f-44f2-8241-9fd63a7422b2,,,,,,
42033add-46fc-4a49-bb3b-7faf5153a8db,,,,,,
cf33d2da-8b03-48d7-bf26-c1542b9ea73f,,,,,,
ea79d41d-341a-4675-aa20-1edd66d34e03,,,,,,
545bcb56-5232-4021-99e8-a13a6176f72f,,,,,,
07c88845-90c1-4f9a-85dd-d27cabedd9ba,,,,,,
b1878399-b4d8-4478-afa7-82e7473ab239,,,,,,
56d3e0c0-a652-44cf-812b-52539c8479a9,,,,,,
db5ec7b7-e520-49d8-ac13-4ffc59e73b2e,,,,,,
323706d9-a7d3-4fd5-93a7-c1a3db372da0,,,,,,
775d327b-dffb-4f0f-adc8-d44b7ccf0657,,,,,,
de9957b1-be86-486e-a21b-b674758654a5,,,,,,
707417d1-7283-4722-b83d-715b6af3dec8,,,,,,
14e652b6-70b9-4be8-a81a-1f21ef297a71,,,,,,
f81b198e-6f17-4138-8095-2a9ba81f306b,,,,,,
1c6240da-d06b-4e6a-829f-b536e16d7beb,,,,,,
3e3b6220-049a-4f78-85d2-aad1a4a4bdcc,,,,,,
4715cd3d-4b47-4140-9ef0-a4e747415a65,,,,,,
819d1f4e-1144-4674-9e64-8d1cf4337799,,,,,,
0282b43a-717b-422d-98bc-7523f2ea6e86,,,,,,
c51835e2-9580-429b-8168-5c9ade65e15e,,,,,,
07113a43-d077-47bd-bbc9-bf11032e96e6,,,,,,
dbf82399-555d-4213-bc8a-4d267f72016d,,,,,,
4235517d-db21-445b-bc8a-d8f808144065,,,,,,
8c4f40d8-b94f-42a5-8d10-ea62614f9a61,,,,,,
c0b9e605-c987-426c-baea-401b03efb8dd,,,,,,
42150f09-fc3b-4d6f-b721-02964830845c,,,,,,
45cd1025-a8dc-45f5-9ab3-22e7f2d1ccf0,,,,,,
0cbbc8f7-4d44-4542-98e5-dbbd45db097e,,,,,,
27698ea7-531f-448d-aab2-d60c15a58517,,,,,,
52f07c79-40ed-4c3f-a40b-f9685133850b,,,,,,
2edf90a9-320d-442c-87cb-fe9da718164c,,,,,,
7db9cf7b-26d1-4117-9d87-1060eaa1dab7,,,,,,
d11538ce-3305-4bdb-b265-f068d0c2e42f,,,,,,
6dfe8f7b-f000-4f40-a5f0-9ed4f0551941,,,,,,
792db09b-0c1c-481f-ae39-740f0092d061,,,,,,
4e58bb3d-2d0b-49f4-8671-d754d4e14b3b,,,,,,
86586c98-00af-4c75-b5a4-94fe5b8d4980,,,,,,
09e92fe4-cc9e-4386-96c7-876a82d9e479,,,,,,
22ca0eff-1690-48a7-ab7a-858b79a1f976,,,,,,
99fe71ea-0f57-4caa-9565-e35c233d8010,,,,,,
070d2440-669d-4528-b3c7-7586add29a7d,,,,,,
b9b11f73-e500-4729-b836-e9394836aef4,,,,,,
67e04513-529a-499a-9a5e-c8bc8ea00398,,,,,,
e019feb0-8921-4a2b-a7c7-1e0475af7ed0,,,,,,
9df3eeb7-aae7-4322-b8f2-f021dd39857c,,,,,,
930d11db-8c06-486d-bc93-aade34050e1c,,,,,,
f785df91-f10c-4d97-b269-22b2e6c58bfa,,,,,,
298eccab-b82e-4818-9ed4-858f8c273c0d,,,,,,
b3a637ed-0fd7-4885-9b1c-dcebcafeac9c,,,,,,
b74a23aa-bb78-49ce-91ce-291231a43399,,,,,,
6c05175f-d538-4512-a656-889e40efcc6b,,,,,,
98cf1adb-1eb4-434c-8062-98d6b1b9c30a,,,,,,
22f551ef-7af4-4c55-9185-8a9fc6ec69f7,,,,,,
b073c483-c67d-46a8-abed-9af1528f029b,,,,,,
e8d06450-47c6-460c-bf08-68cf70f1d55d,,,,,,
e278cd61-2efb-4cad-8552-9de62ee1edf0,,,,,,
07234597-3df9-404e-9c21-72c0b73e00ba,,,,,,
ad086ce4-1286-4682-9b66-dcb460443dd7,,,,,,
e0bc6b3b-8a9e-4d2e-b260-c3abc31bed7a,,,,,,
b4ebbb7a-3296-4d4b-aacd-fc1f5b053528,,,,,,
ecb9b449-7f68-4e71-9bfc-5533c3dd7688,,,,,,
e2174350-9fa2-4b4e-b41a-7192688799f1,,,,,,
77c36656-84f9-4140-a13f-1158ce376c0e,,,,,,
a5601218-147d-44b9-a198-38e26fad6d10,,,,,,
a33dbb86-3d66-49b7-bcda-e9c57377292d,,,,,,
3c8b9b0b-32b5-4ec6-9662-8a906a072588,,,,,,
ed88f72c-8f9c-4629-ad74-46fa78d3a07f,,,,,,
57ea7889-fab5-4b82-975d-aac8575c283b,,,,,,
26380bee-9e52-4567-8e28-1185c62a55e0,,,,,,
db1980d5-08be-4812-b158-abbc25a23db3,,,,,,
9d49817a-b296-47b8-9ab6-c90b07b4d28d,,,,,,
0a84067e-bc31-408c-ba4e-5c7f986d8202,,,,,,
0970b4c2-7cc5-4d04-9cda-a0a33698a33a,,,,,,
7ad02932-32e7-4ce9-8e40-0abec6a2ba5e,,,,,,
35953b0e-2a44-4f79-88d4-0965200bf255,,,,,,
e06b2d47-1e92-4f67-acbd-5c4aaf09838f,,,,,,
a4deb2b3-b944-4f94-bf66-80ae80bc6924,,,,,,
222d7d6e-54c0-4b5c-a814-6d3cfb821888,,,,,,
449117ee-4404-435b-8ef0-cd100b145036,,,,,,
62cf1a60-bba4-42e3-a8dc-c00c93041b5e,,,,,,
fd7ba173-2914-45c3-990a-7b52fa8d6f16,,,,,,
e11edaf5-1ba1-4481-a412-103d5799df0f,,,,,,
aabd1441-f01d-4be6-ac74-caba0bebe789,,,,,,
9fa27cfa-8cb5-47e9-922d-44287c531088,,,,,,
b3365f99-874d-41c5-82a8-6fff4d4910fa,,,,,,
dfdeb27a-4117-489d-a96c-41e64df245ac,,,,,,
65830ed8-a160-4dfc-82c5-0cc20408d618,,,,,,
0f405dde-33b5-47ff-bd39-3228c4788731,,,,,,
3f5214ac-e5db-4a57-9a1b-9e4983a56a04,,,,,,
90d7acd9-aa66-4d9f-ae5e-99e585ecb65e,,,,,,
2a06fc50-89eb-4851-b7c3-649ae0894cd7,,,,,,
c8f6f32e-adda-42b0-bfa1-72d1517c8489,,,,,,
33fe96c2-a39d-4626-8386-700aeb9da362,,,,,,
8f140bdc-5d9e-4b70-a165-76d4a7d485bc,,,,,,
9e4ef7de-1e73-414a-8c12-e191cb5a3afe,,,,,,
6d0746db-c71b-4af4-9d30-c379517ca7cc,,,,,,
e4b5c7a9-e031-4188-a77d-8292161c51e3,,,,,,
2810ac8a-c1d9-4ed0-9ad9-0f3a9817af6b,,,,,,
4fead8cb-f5e1-4fc2-9023-848216ceb50d,,,,,,
dd90a1b8-fd09-422a-99fb-f112b1a9cbe8,,,,,,
c6765b60-7283-4f3a-8251-7efd70f99b3b,,,,,,
f2c6d3a7-47ca-436d-8f86-f7465c4ce4e3,,,,,,
b1a382c4-105b-41a3-96e5-4c6af10b5eab,,,,,,
bd56322b-0cfd-4197-ade7-12e26d5bc1ee,,,,,,
e0e801af-74cc-4b88-915e-07f35b88713a,,,,,,
e0d43a19-3708-40bd-87fd-91c27021c8a8,,,,,,
438253f9-f9bc-41a2-8d1c-05cce1d7ac2b,,,,,,
3e5739f1-f37b-4812-95c8-1c8a2bab1e20,,,,,,
2bbe8558-cce6-46f9-820e-2208fc02fcc5,,,,,,
cd22550f-d3c6-45d3-8ea4-ac9cb1e85794,,,,,,
8db2b413-9da8-4668-ad9d-b9d18a41284b,,,,,,
7075fc05-fefa-400e-a763-8dc2e1c089c2,,,,,,
5a06ef2e-1544-4aad-bee2-95b43f83a440,,,,,,
b5a155f1-3f47-4204-8f61-c9ddbd805ec4,,,,,,
57a5c594-c712-413e-a81c-aaf55a63b192,,,,,,
ff6024a8-a191-4c66-9d0b-6b341a8fada5,,,,,,
6987308c-67a2-47e9-949d-b03f47db4982,,,,,,
80bd76fe-76a4-4fe5-bbae-d6959f8f4918,,,,,,
069cf860-a9cd-4833-819e-e283c837c357,,,,,,
a6ad0255-3612-434b-a7e4-d31ae523d509,,,,,,
fae608b1-5397-4474-a43d-8a149b4838d7,,,,,,
9e8fef28-70c3-4eff-9a4d-81efa687dc95,,,,,,
b3e87b1a-4897-45a3-95d6-02fbc461dd23,,,,,,
4c8ca8de-f5e7-4166-9a62-e11507a92a22,,,,,,
6e39124a-a64a-4466-bdb4-9b6bedad0959,,,,,,
32a8d142-6318-4975-9d8b-ab353457b37e,,,,,,
65a9bd61-caca-48bd-a482-b0f5cd856d51,,,,,,
5b1b8e88-c62a-4442-8113-975f3d1c3745,,,,,,
f1576cc1-7436-4964-8dc9-18fedf6ac085,,,,,,
42e9c96a-7dc6-4f6c-bb29-04147633436f,,,,,,
53f8083c-b448-457b-801a-49ad5a3ee5eb,,,,,,
0038ae90-96fb-4133-a44e-3c33bb746eb5,,,,,,
241b5992-c856-4b49-a3f9-7aea34b6dc5a,,,,,,
21aa2cd3-9b1c-4301-ab24-33bde217e152,,,,,,
f59bf398-2128-4773-a283-cfe26c2a5ca1,,,,,,
4719ff63-731f-4b17-b04b-3e6d741c89c2,,,,,,
c8ad4c1a-0266-4dd9-87b3-4cc660db9754,,,,,,
0e99254b-ac87-4d41-8808-843b23f27fc7,,,,,,
2826b36a-68b7-4ff2-8cbc-cd02e7c3c96d,,,,,,
f8fff32c-8e7f-47e0-aa93-33b6e0bc4ec5,,,,,,
b9074322-fd10-4299-bec8-9dcd694f09d9,,,,,,
443a3ecd-1caf-4984-9e7a-b6afeb585dad,,,,,,
3c2bebd3-f021-4e7e-bac1-1b4bddb27322,,,,,,
98d6b88b-b74d-4a5d-bfd0-aeec4cfa57da,,,,,,
8e659261-ce6a-4b73-905f-7ecbe7a8e9ee,,,,,,
b86479e8-f0d8-4705-bb61-05b3e50c24ea,,,,,,
c73775c3-2def-4376-88fa-cb4bdf37c731,,,,,,
1ee4c508-d622-4879-9089-ab5cce881980,,,,,,
c29d11a7-ca5f-4665-9860-08c7b6494dcb,,,,,,
f5d3ab54-b040-4bb6-a537-4b4a981abf37,,,,,,
7a607668-c90d-451c-b289-459259702445,,,,,,
a97e7bab-2aa2-47ae-8372-0f09b45873ba,,,,,,
b31fa05f-755f-4a6e-b9e8-2e42f398ff2c,,,,,,
e0ae452a-3482-48c5-94a1-466c413dbf1a,,,,,,
3892ec81-c53d-43ae-bcb7-178721266e86,,,,,,
320b3878-a04f-415a-82e5-6e89471edbbf,,,,,,
0870fef6-4d97-4d92-a1c0-c1cb1daba3e7,,,,,,
8c52d315-2ccd-4be8-a24b-e444fcef83aa,,,,,,
bf2e7d0b-5627-4d61-a2ae-2f10ac6e331d,,,,,,
26d839fc-6cbb-4e50-b107-60168c2661e2,,,,,,
cb8538fc-9b3c-4ade-821c-d108eeed9bfc,,,,,,
db1f469e-2284-447f-bb73-deba1c2e694d,,,,,,
f0ef2e34-93c4-40fe-a9bc-072b6e3e06e4,,,,,,
ac6b7d67-c0e3-42f0-be57-fcb31f7d9a98,,,,,,
6ec22c2f-c2ef-46fc-b87a-3bf571f3b285,,,,,,
0ecea449-c137-44ed-82b5-005d75a11729,,,,,,
dfa9a75e-c566-457d-b16b-6a02a7ea819e,,,,,,
dfd4d1f7-9874-40bd-b695-43092435659b,,,,,,
96fdad60-f5f4-4d1d-979a-360361c89a25,,,,,,
77f28fd4-7d48-4ea9-b067-2a0162a04c5c,,,,,,
461ebe38-0b1b-44c4-b530-14a42e0c91a0,,,,,,
502a9425-df6a-4baf-8a44-7eb6cbce873e,,,,,,
381dc973-777b-4f7e-82fd-743af5f7e64f,,,,,,
058fb124-b41b-4629-bdc2-e905cc53a432,,,,,,
f1ee0b1d-64d0-4eb9-8733-8aa9cc1f467b,,,,,,
91668daa-f703-425b-adab-2b16cde82c51,,,,,,
98897a9e-b778-415a-9711-d2c31610b882,,,,,,
816b70ed-442e-42a6-9428-efa5d98caedd,,,,,,
393ca3f4-d906-4fd1-8529-f9e29e48a2dd,,,,,,
798103ea-c027-41e6-8e9b-73580b5ac2d5,,,,,,
b1a08b83-dfea-43c7-aea5-d2bc3c6b9b22,,,,,,
74d3912f-9e9a-4b53-bf96-446a8f3da9be,,,,,,
c25d4592-e6ab-4757-8581-b88b8bceb69d,,,,,,
784b1be3-bf17-4b4b-9e2d-a5a881e9b37f,,,,,,
a7b5c6ad-f125-4369-bed6-67f03d74996f,,,,,,
7b1412b9-b97d-4fc4-a857-50dfc8b964d0,,,,,,
c7f0fd1e-d030-40cd-b9ff-e6aa9939b307,,,,,,
5c30cfe9-09f8-402c-b772-5130e35d7752,,,,,,
31f9a470-2664-462d-89da-621779512f36,,,,,,
2dc33ada-7ad0-40a3-bc5a-3c708187ef63,,,,,,
9eb332f3-ba19-45bf-8888-a852fdbcfd41,,,,,,
f990a225-70b8-4c1d-afa6-5318a3291385,,,,,,
405c75f1-2976-48ee-993c-8d95a1ce74ca,,,,,,
81a8a4f2-81fb-450b-93e9-187c3e4b2884,,,,,,
2b7d25a7-9369-460e-a1e5-0f17445b11e1,,,,,,
897b7bb0-bcef-41c4-8fa3-e57d48035d8f,,,,,,
a07772c3-1d64-4586-912c-6907908f4f65,,,,,,
9046f24b-3380-4424-b42e-4cdfcb1929c5,,,,,,
a12d2c26-3614-4391-9dc2-d768d606dd55,,,,,,
0754e21b-58fa-49c2-9396-bd057733f348,,,,,,
a42c1454-a8ba-4450-8f11-d48a0043fe6f,,,,,,
aaeec7dd-f111-4942-b9e8-3c563e4effb2,,,,,,
bf9d93f1-0ceb-40be-9c69-10ebdf280b88,,,,,,
3dc5e973-c6eb-42e5-934e-138f1ecb4120,,,,,,
6c252b3c-1f24-4854-90ae-76f7f2047400,,,,,,
2ba6618f-59be-4099-b514-3899282fd4f0,,,,,,
213107ef-3350-4a42-a85b-2ddd25e66599,,,,,,
fd5c39e1-8b9e-4767-8c55-3b51e6df2a26,,,,,,
86dfe047-3658-4ec9-91ac-32cc07bf80cf,,,,,,
fc9eb14a-00cb-443a-9dd7-e0a9fd69c856,,,,,,
9a707547-9e2d-480c-a141-0b302e6509ad,,,,,,
e149262c-7a70-470e-ba28-d4c4c874eff4,,,,,,
e132bca5-0e1a-430e-9fd7-374885b5bba8,,,,,,
744d1013-78cc-4c7a-af99-0a9f4a794dfd,,,,,,
444574e6-732e-42fe-b8c0-5116947958c9,,,,,,
8b77d9a7-20cb-4224-92c3-f9009af8e33e,,,,,,
df1bc9f1-b9f1-45b4-96eb-9ab8cc8d0e70,,,,,,
fef96e00-f6df-4253-a1e1-b428d4c81a7b,,,,,,
3414078e-1a83-44f2-abf8-3de6cb0544b9,,,,,,
0ff51e46-3777-4f95-a359-290905266755,,,,,,
4b4ddf4b-bee7-4cec-bcec-6356c78dccb3,,,,,,
d5659f82-f44d-49de-a1d2-c007e7b47aba,,,,,,
2880554c-934c-4ca4-99d7-452d383df701,,,,,,
5c9b231a-453c-49b8-b5c7-0e65d7d36391,,,,,,
d3dfcb46-459c-4afd-85a1-25ea6c08097e,,,,,,
ec847418-131b-4041-b2b0-b85a677c4e87,,,,,,
e99b08a5-7320-4bf1-b10e-3debc5dba799,,,,,,
7823e879-65c1-44f4-a925-8fa62694b0f1,,,,,,
9c8474f6-4d4d-4bce-b674-98540501e148,,,,,,
b34ba86f-94a0-48d6-86c4-7a9cd75e0d7c,,,,,,
4b44a4d8-62dc-4dfe-b657-843a8c6b1016,,,,,,
6cd1a62a-8b5f-469c-942d-7ba964b12fc4,,,,,,
71295f67-255c-481d-a69e-0289708d9ee1,,,,,,
f5147d4c-6c9f-4d9a-8ab9-a56a187669c0,,,,,,
261e8eb5-25a6-486b-865f-afaf8952d882,,,,,,
97c2cb3b-7952-4387-b845-7975cefe6e20,,,,,,
50f8d2cf-6b24-4633-af10-10627aa15a61,,,,,,
bd98f849-ade5-4e41-b317-55bcd33de15d,,,,,,
b1991b3e-7aeb-40b8-a7ea-dc10997f3d88,,,,,,
4fbafd5f-aadd-40a7-b359-d6570a0d322a,,,,,,
9ae3d1da-ef38-48ef-a9a9-3505c9abb819,,,,,,
a34da370-a039-4594-aa27-d5eec674ac59,,,,,,
b6865fd3-c1f8-4ede-9a5b-09bca39f03fb,,,,,,
0ee14ed2-2d28-4f38-862b-cc3cbe571261,,,,,,
bf49c23c-f8ec-49d8-b081-100f53f342c2,,,,,,
c76d40a7-595e-4d33-8427-efd415e9a33a,,,,,,
0fbcbc5a-d8f1-49e2-be94-1fe5e4e99760,,,,,,
bdf6acee-abf4-45f1-8408-48bff2737fdc,,,,,,
417a4204-9f8a-43cb-8736-4c7f0d3c1a39,,,,,,
f4dff5d5-cf0d-4541-a8fe-f7a0203e9b7e,,,,,,
e300321d-8207-4186-9671-1b468e7d6ca1,,,,,,
239f2a1a-3cf5-4969-ac7f-43ae1a32cd8f,,,,,,
13d6d894-4fc9-458e-a5f0-b93b5ae27daa,,,,,,
8d41baa2-4cbb-4152-ad18-f75df9c89ed9,,,,,,
42ab9386-7e7f-4f76-a260-76d089914744,,,,,,
5c0d5eee-669b-4a48-9cc8-87ed9197f1e0,,,,,,
4561ac94-f3d5-4638-a73f-758ab8275f85,,,,,,
c612bd15-dc6c-4687-b862-9502acada547,,,,,,
b5e8f02e-0fc6-400a-bd8a-4ae4e4bebaa1,,,,,,
17189a09-ac9e-4dc7-b2d4-0c8966c7a969,,,,,,
b4ddb084-7037-4d00-9dc5-4c3759e2f557,,,,,,
04666a5d-48fe-4dbe-bea2-b35f7f0e52b2,,,,,,
65c4b4af-4c63-4fe8-9397-d4f43275ad27,,,,,,
725e6a04-36fe-4d65-ad8b-2817ffc9d79e,,,,,,
b31e7594-8bca-44fb-996d-dd79ea83507e,,,,,,
340ae58b-5ec8-43c9-9ee1-ee562fa2a3a2,,,,,,
d9b651a8-e351-4007-8cdc-18857be346d5,,,,,,
f2730f2b-d081-48de-be5b-ca7eacd5edbd,,,,,,
5690d206-9db0-4d67-a9c1-719f1748bc14,,,,,,
c84a7342-1887-457c-a841-2505a29c6543,,,,,,
4ddbf61e-a4cf-48e7-aca6-2cde5f406db7,,,,,,
8232dae8-e09a-47d4-9a27-7c7d6f4af75a,,,,,,
42483200-c5d3-4b9f-9782-67498aa8b69d,,,,,,
36ba9d8b-4059-4811-84f5-5f11dc37adb2,,,,,,
ed6cb685-7513-4d71-89d1-81053364a8e2,,,,,,
431b0699-2d82-4378-9dc6-e54a826dbd7f,,,,,,
918568ab-6bc5-4417-aa25-7dbc3c5fb69f,,,,,,
c714d3f4-9cd4-4863-bf84-4c5ac8edfe04,,,,,,
05f28328-c787-4ab9-8d55-3ab3d9ed0b68,,,,,,
9b1a0486-1e5f-4fe6-8914-9b64b15bc6f4,,,,,,
0df42ac9-c5d7-4a2b-a355-ae1ac889a349,,,,,,
0a8faaa2-70df-4625-8e27-01dde85fdb93,,,,,,
a0bd272a-1f9e-4900-a258-f75bbf1d5ddc,,,,,,
cdb3a74b-be82-40a4-a2a7-6b85a3e4e114,,,,,,
eb05621a-823a-479d-9559-1ce92068b719,,,,,,
0599437c-069b-46a3-9122-a197d7412bc1,,,,,,
d4d612d9-4802-4f31-8b1d-8f1706608341,,,,,,
08cf4ba3-0656-4914-82f8-1e1fc52e0bec,,,,,,
6bcf773f-ebc4-47b9-8c3c-3bf78584427c,,,,,,
275ecbc6-5c88-4dc7-bff4-56d81a888e0d,,,,,,
196952a1-fbe7-48da-ac54-fcf93f341d8d,,,,,,
dd5a398e-2c1f-4e74-93f9-20d19b8f8c3b,,,,,,
aa760b35-177e-4bb0-938f-aec9b047c33b,,,,,,
dcd5391e-e290-42bb-8ebb-a5dc740e0e1e,,,,,,
405300b8-0326-4385-b3aa-9e005e5cfb66,,,,,,
a4b8d749-3c06-42bd-b19b-c5412e2e25e7,,,,,,
5bcfcd2c-f57c-4758-b8e5-4a6d35cc21b3,,,,,,
eb802e87-6928-42c9-b3ec-ba6f682c800d,,,,,,
14168b00-cd05-492d-b8ef-de62ec8dd883,,,,,,
b9cc9458-46fd-419e-a2fd-e46700f8edd2,,,,,,
2fc00d93-f833-49a3-8c30-3f497db080aa,,,,,,
09e0facf-12a6-4233-bc99-02b43974b8c4,,,,,,
