age,gender,special_needs,num_children,previous_academic_performance,attendance_rate,language_spoken,marital_status,household_income,parent_education,electricity_access,internet_access,household_size,political_state,num_teachers,student_teacher_ratio,has_computer_lab,has_library,school_language,distance_to_school,qualification,years_of_experience,aid_coverage,parental_involvement,community_support,dropout_status
15,Male,False,1,Excellent,0.4486821747537496,Local Dialects,Single,Low,None,False,False,12,Conflict,10,48,False,False,French,4.952962354866878,Master's Degree,21,False,True,False,True
22,Female,False,3,Good,0.6175824520912891,English,Widowed,Low,Tertiary,True,True,13,Conflict,25,73,False,True,English,8.729695973747145,Bachelor's Degree,16,True,False,True,True
15,Male,True,3,Excellent,0.4038317284400296,Local Dialects,Divorced,Medium,Secondary,False,True,8,Stable,31,35,False,True,English,28.870171389609162,Bachelor's Degree,13,True,True,False,False
14,Male,True,0,Poor,0.6167026343436535,Pidgin,Widowed,Medium,Primary,False,False,3,Stable,17,51,True,False,English,29.24041199324722,Bachelor's Degree,22,True,True,True,False
21,Male,False,0,Good,0.41191111843138395,Local Dialects,Widowed,Medium,None,False,False,2,Stable,21,75,False,False,French,28.112715628764622,Bachelor's Degree,7,True,False,False,False
15,Male,False,0,Poor,0.7060685478101689,Fulfulde,Married,High,Secondary,True,False,3,Conflict,44,59,False,False,French,22.452740712232114,Master's Degree,27,False,True,True,False
24,Female,False,3,Poor,0.7630832368343967,French,Married,High,Secondary,True,False,14,Conflict,14,67,True,False,English,24.214481329451672,Bachelor's Degree,5,False,False,False,False
18,Female,False,1,Excellent,0.9850421178992925,English,Single,Low,None,False,False,3,Stable,19,72,True,False,English,7.089406117789281,PhD,19,True,True,True,False
21,Male,False,3,Average,0.5077364173585004,French,Widowed,Low,Primary,False,False,6,Conflict,18,20,False,False,English,20.22649119651245,Bachelor's Degree,20,True,True,False,True
22,Male,False,3,Good,0.9941327444768662,Fulfulde,Single,Low,Secondary,True,False,4,Stable,17,49,False,False,French,11.021565126885886,Bachelor's Degree,7,True,True,False,True
19,Male,False,3,Excellent,0.9154921628650685,Fulfulde,Divorced,High,Secondary,False,False,7,Conflict,7,77,False,True,English,21.401006849300952,Bachelor's Degree,3,True,False,False,False
14,Female,False,2,Poor,0.9002650061993507,Pidgin,Single,Low,None,False,False,14,Stable,17,74,False,False,French,12.657325874651226,Master's Degree,13,False,False,False,True
19,Male,False,3,Poor,0.7274721292780908,Fulfulde,Single,Low,Tertiary,False,True,3,Stable,37,61,False,True,French,9.4426756195695,Master's Degree,7,False,False,False,False
13,Male,False,0,Poor,0.8217200912945768,French,Single,Low,None,False,False,7,Conflict,36,52,False,True,English,28.400391812548968,Bachelor's Degree,23,True,True,False,True
24,Male,False,3,Good,0.7783889225996214,English,Widowed,Low,Secondary,True,False,12,Stable,13,22,False,True,French,18.330908412515893,Master's Degree,5,False,True,False,False
14,Female,False,0,Average,0.5950865406702297,Pidgin,Divorced,Medium,None,True,True,5,Stable,42,60,False,True,English,22.305596564025585,Bachelor's Degree,6,False,False,False,True
17,Female,True,0,Good,0.4809353071575656,French,Widowed,Low,None,False,True,12,Stable,46,27,True,False,French,8.628872855427442,Bachelor's Degree,21,False,True,True,True
16,Female,False,1,Good,0.8491052094481819,Local Dialects,Widowed,Medium,None,True,True,13,Conflict,49,72,False,False,French,20.442749983464665,Bachelor's Degree,23,False,False,True,False
14,Female,True,3,Excellent,0.564523087561583,Pidgin,Divorced,Medium,Primary,False,True,13,Stable,39,26,False,False,French,19.721267822896174,Bachelor's Degree,24,False,True,True,False
15,Female,False,0,Poor,0.6747622030275333,Pidgin,Single,Low,Primary,False,True,12,Conflict,5,69,False,False,French,7.749832110143099,Bachelor's Degree,7,True,True,True,True
19,Male,False,4,Excellent,0.7059178528728993,Fulfulde,Married,High,None,False,False,3,Stable,8,31,False,False,English,24.07648649647072,Bachelor's Degree,8,False,True,False,True
15,Male,False,4,Good,0.4402194673169431,English,Married,Medium,Primary,False,False,8,Stable,6,68,False,True,English,18.132555299398405,Bachelor's Degree,16,False,False,False,True
20,Male,False,3,Excellent,0.723560378786531,English,Single,Medium,Secondary,True,False,3,Stable,35,54,True,True,English,20.497098101076592,Bachelor's Degree,29,False,True,False,False
15,Female,False,3,Excellent,0.47304845059837924,Local Dialects,Widowed,Medium,Primary,True,False,14,Stable,30,46,False,False,English,19.662487533884946,Bachelor's Degree,7,True,False,False,False
23,Female,False,1,Average,0.4274549908253844,Fulfulde,Single,Low,Secondary,True,False,5,Stable,42,21,False,False,English,8.8482590391499,Bachelor's Degree,11,False,False,True,True
14,Female,False,4,Excellent,0.6391608018276413,Fulfulde,Divorced,Low,Primary,True,False,4,Stable,6,30,False,False,English,26.077598181242934,Bachelor's Degree,4,True,False,False,True
12,Male,False,1,Good,0.4792840788688836,English,Divorced,Medium,Primary,False,False,12,Stable,11,39,True,True,English,9.0379309689556,Bachelor's Degree,19,False,False,False,True
13,Male,False,2,Average,0.5062724764760573,Local Dialects,Widowed,Low,None,True,True,11,Conflict,49,65,False,False,French,21.924091099868264,Bachelor's Degree,14,False,False,True,True
24,Male,False,4,Poor,0.6773543282202503,Local Dialects,Divorced,Medium,None,True,True,9,Stable,9,75,False,True,English,10.691700765640778,Diploma,3,False,False,False,True
17,Male,False,0,Average,0.4800763816131996,Pidgin,Widowed,Low,None,True,False,11,Stable,36,77,False,False,French,16.95856651565356,Master's Degree,3,True,True,False,True
14,Female,True,0,Excellent,0.6031305816821833,French,Married,Low,None,False,False,2,Stable,40,61,False,True,French,8.363864700614219,Master's Degree,16,False,False,False,False
22,Female,False,3,Good,0.8858317556487916,Pidgin,Single,Low,None,True,False,5,Stable,13,52,False,True,English,8.746914853342192,Master's Degree,18,False,True,True,False
12,Male,False,4,Average,0.4839813907097772,English,Single,High,Primary,False,True,2,Stable,24,72,False,True,English,1.8123657336394716,Master's Degree,10,False,False,True,False
12,Female,False,1,Good,0.5233122204516927,Local Dialects,Divorced,Medium,None,False,False,2,Stable,7,52,True,True,English,21.687473811921567,Master's Degree,22,True,True,True,True
23,Male,False,4,Average,0.4732570821760971,Pidgin,Widowed,Medium,Secondary,True,False,2,Stable,33,40,False,False,French,23.97871982464195,PhD,2,False,False,True,True
17,Female,False,0,Good,0.9740181733513122,Local Dialects,Single,Low,None,False,False,12,Conflict,11,60,False,False,English,8.869059461024072,Bachelor's Degree,1,False,False,True,False
23,Male,False,0,Excellent,0.9693591443886661,Pidgin,Divorced,Medium,Primary,False,True,5,Stable,39,39,False,False,French,26.437206749196495,Master's Degree,29,True,False,False,True
23,Male,False,2,Excellent,0.7785139512354612,English,Single,Low,Secondary,False,False,14,Stable,41,59,True,False,French,5.039390688018287,Bachelor's Degree,29,False,False,False,False
18,Male,False,0,Poor,0.5486088118967872,Pidgin,Married,Low,None,False,False,9,Stable,32,75,True,False,French,28.873559808795118,Diploma,23,False,True,True,True
14,Female,False,2,Excellent,0.5786757022460174,Fulfulde,Single,Low,None,True,True,14,Conflict,34,41,False,False,French,2.7131978502852894,Bachelor's Degree,10,False,True,False,False
22,Male,False,0,Good,0.7977356862648322,French,Married,Low,Primary,True,False,5,Stable,30,32,False,True,English,4.986278543866827,Bachelor's Degree,19,False,False,False,True
16,Male,False,2,Average,0.9369284595972193,Pidgin,Married,Low,None,False,True,7,Stable,35,58,False,True,English,4.67870647363948,Diploma,16,False,True,True,False
12,Male,False,2,Excellent,0.7493522431680452,Fulfulde,Divorced,Low,Primary,False,False,14,Stable,22,38,False,False,French,12.43957213449835,Bachelor's Degree,26,True,True,False,False
17,Female,False,3,Excellent,0.6484221561530784,Fulfulde,Married,Low,Primary,False,False,3,Stable,8,67,False,True,French,14.2022426907704,Bachelor's Degree,21,False,True,False,True
18,Female,False,4,Excellent,0.4275059086599655,Fulfulde,Married,Low,None,True,True,5,Stable,9,31,False,True,English,26.93424145269149,Bachelor's Degree,29,True,True,True,True
12,Female,False,1,Poor,0.591984538098144,French,Divorced,Medium,None,False,False,8,Stable,6,63,False,False,English,4.431799290922591,Bachelor's Degree,9,True,True,True,True
17,Male,True,4,Poor,0.4187778559225932,Fulfulde,Married,Low,Secondary,True,False,11,Stable,43,77,False,True,English,14.311385624406402,Diploma,24,False,True,True,True
21,Female,False,2,Poor,0.7071802366446293,Pidgin,Divorced,Low,Primary,False,False,8,Stable,42,49,True,True,French,25.96157694342814,Bachelor's Degree,11,True,True,True,False
24,Male,False,2,Poor,0.6463314465369825,Local Dialects,Married,Low,None,False,False,13,Stable,26,50,False,False,English,6.707578980008126,Bachelor's Degree,9,True,True,True,True
19,Male,False,4,Excellent,0.5332498208677481,Fulfulde,Married,Medium,None,True,False,6,Stable,49,28,False,False,French,25.04859910610049,Master's Degree,0,False,True,True,True
15,Male,False,3,Excellent,0.5842466724797941,English,Divorced,Low,Secondary,True,True,4,Conflict,19,47,True,False,English,28.91424835314743,Master's Degree,23,True,False,False,True
13,Female,False,0,Poor,0.786814790747389,French,Divorced,Low,Secondary,True,False,4,Conflict,20,69,False,False,French,17.1113874363044,Bachelor's Degree,25,False,False,True,False
17,Female,False,1,Good,0.9550782506184857,English,Divorced,Medium,None,False,True,3,Stable,5,70,False,False,French,13.70109536538873,Master's Degree,18,False,True,True,True
23,Female,False,1,Poor,0.48413434598090954,French,Married,Low,Primary,True,False,9,Stable,25,72,False,False,English,15.686325860810792,Bachelor's Degree,29,False,True,False,True
24,Female,False,2,Good,0.43860966267060014,Pidgin,Single,Medium,None,False,False,12,Conflict,32,39,False,True,English,5.986211769882626,Master's Degree,24,False,False,True,True
22,Female,False,1,Poor,0.45879824707738653,Fulfulde,Married,Low,Primary,True,False,8,Stable,41,78,False,True,French,7.848484439378388,Bachelor's Degree,2,True,False,False,True
24,Female,False,0,Average,0.729027042909322,English,Single,High,Primary,False,False,6,Stable,12,34,True,False,French,29.118068142881548,PhD,12,False,True,True,False
18,Female,False,2,Poor,0.6875972074215817,Pidgin,Single,Low,Primary,False,True,7,Conflict,10,59,False,False,English,1.4476448388241212,Master's Degree,29,True,False,True,True
12,Female,False,1,Poor,0.4792945304661064,Pidgin,Single,Low,Primary,False,True,11,Stable,48,60,False,False,French,17.722119230579022,Bachelor's Degree,10,False,False,True,True
18,Female,False,4,Poor,0.8861077784242297,French,Divorced,Medium,Secondary,True,True,8,Stable,7,67,True,True,English,25.483040788215853,Bachelor's Degree,5,False,True,True,False
15,Male,False,2,Poor,0.6239800306743051,French,Widowed,Low,Primary,False,False,4,Stable,36,37,False,False,French,22.887099399284633,PhD,0,True,True,False,True
14,Female,False,4,Good,0.6435760570969945,Fulfulde,Divorced,Medium,Tertiary,True,False,7,Stable,33,29,False,False,English,28.263288445277368,Master's Degree,18,False,True,False,False
24,Male,True,1,Excellent,0.9782727784470561,Local Dialects,Widowed,Medium,Primary,False,False,3,Stable,18,54,False,False,English,18.724608522745534,Bachelor's Degree,7,False,False,False,False
13,Female,False,3,Good,0.963663473680997,Pidgin,Divorced,High,Tertiary,True,True,5,Stable,42,58,False,True,English,7.427499473647187,Bachelor's Degree,29,False,True,True,False
19,Male,False,3,Good,0.7904774080101677,Pidgin,Married,Low,Primary,False,False,7,Stable,24,35,True,True,English,12.210623731960544,Bachelor's Degree,19,True,True,True,False
18,Female,False,0,Poor,0.7384990687951112,French,Divorced,Medium,Tertiary,False,False,6,Stable,15,41,False,True,French,21.249214086962336,Master's Degree,27,False,True,False,False
15,Female,True,3,Good,0.5321353030010071,Local Dialects,Divorced,Low,None,True,False,2,Stable,39,73,False,True,English,10.101368533093648,Master's Degree,12,True,False,True,True
19,Female,True,3,Good,0.8959339905830701,French,Single,Low,Primary,True,True,4,Stable,22,46,True,False,French,11.784977349117169,Master's Degree,18,False,False,False,True
18,Female,False,1,Poor,0.9138070202904929,French,Married,Low,None,True,False,9,Stable,37,58,False,False,English,22.345468136126804,PhD,0,False,True,True,True
21,Female,False,2,Poor,0.4833946532012392,French,Single,Medium,Tertiary,True,False,9,Conflict,46,46,False,False,English,11.40076791857642,Master's Degree,9,False,True,False,True
15,Female,False,2,Average,0.6053463360999737,Fulfulde,Widowed,Medium,Secondary,False,False,13,Stable,41,55,False,False,French,20.03214446635809,Master's Degree,19,False,True,False,False
18,Male,True,4,Good,0.6470208019594796,English,Widowed,Low,Primary,True,False,10,Conflict,32,55,False,False,French,3.9641002707299693,Bachelor's Degree,21,False,True,False,False
21,Female,False,3,Good,0.6397206946504127,English,Married,Low,Primary,False,False,7,Stable,7,34,True,False,English,8.781126502596976,Master's Degree,27,True,False,True,True
15,Male,False,2,Excellent,0.5673515583782981,French,Single,Medium,None,True,False,10,Stable,18,55,False,True,English,3.766344732638304,Master's Degree,1,False,True,False,True
22,Male,False,2,Average,0.8475127368764608,Pidgin,Divorced,Low,Primary,False,False,10,Stable,48,35,False,False,English,15.4464876432725,Bachelor's Degree,22,False,True,False,False
17,Female,False,4,Poor,0.8496473625912329,Fulfulde,Divorced,Low,Primary,False,False,10,Conflict,36,21,True,False,English,15.91797071585923,PhD,12,False,False,False,True
24,Male,False,2,Excellent,0.9064131132084167,English,Single,High,Secondary,True,True,14,Conflict,25,40,False,False,English,27.91564689611574,PhD,16,False,False,True,False
24,Male,True,4,Good,0.8166998937668076,English,Married,Low,Primary,True,False,4,Stable,45,72,False,False,French,17.170457052935824,Bachelor's Degree,1,True,False,False,False
14,Female,False,1,Poor,0.8592579967321241,Local Dialects,Widowed,Low,Primary,True,False,2,Stable,37,54,False,False,English,25.58765486898751,Bachelor's Degree,11,True,False,False,True
15,Female,False,4,Excellent,0.9091871095674358,English,Married,Medium,Primary,False,True,6,Stable,12,75,False,False,English,25.92600335921484,Bachelor's Degree,22,True,True,False,False
24,Male,True,2,Poor,0.674623506493816,English,Divorced,Medium,Primary,False,True,3,Conflict,11,62,False,False,English,9.368282995726876,Bachelor's Degree,9,True,True,True,True
21,Female,True,4,Good,0.5661648839049908,English,Married,Medium,None,True,False,2,Stable,12,39,False,False,French,0.6860612910759798,Master's Degree,21,False,False,True,True
13,Male,False,0,Average,0.9774319681948294,Fulfulde,Married,High,Primary,True,True,9,Conflict,29,42,True,False,English,14.536636306960965,Diploma,0,True,True,True,False
18,Male,False,3,Average,0.8336023530878747,Local Dialects,Single,Medium,None,False,False,8,Stable,45,56,False,False,French,12.891612658116363,Bachelor's Degree,13,True,True,False,False
12,Male,False,3,Poor,0.5257000667107193,English,Widowed,Medium,Tertiary,True,False,13,Stable,46,78,True,False,French,20.551563721772702,Bachelor's Degree,17,False,True,False,True
17,Male,True,1,Good,0.6862806277397127,Fulfulde,Single,Medium,None,False,False,14,Conflict,29,68,False,False,English,20.602701497473014,Bachelor's Degree,16,False,False,True,True
23,Male,False,2,Good,0.5010099673143003,Local Dialects,Married,Medium,Primary,True,False,7,Stable,42,74,False,False,English,9.01992209882833,Bachelor's Degree,0,True,True,False,True
14,Female,False,3,Good,0.5486117713929696,Pidgin,Married,Medium,None,False,False,7,Stable,48,54,True,False,French,24.114449312297197,Bachelor's Degree,6,False,False,False,True
13,Male,False,0,Good,0.6310786889171931,English,Divorced,Low,Primary,False,False,12,Stable,15,31,True,False,English,5.17485592825231,Bachelor's Degree,12,True,True,True,False
16,Male,False,3,Average,0.7211646832350891,Pidgin,Divorced,High,None,False,False,5,Stable,44,33,False,False,English,15.579793718106618,Bachelor's Degree,3,False,False,False,True
13,Male,False,2,Average,0.901585460560052,Pidgin,Married,Low,Primary,False,False,4,Stable,21,72,False,False,English,26.73873544135108,PhD,10,True,True,False,True
13,Male,False,1,Excellent,0.8698000625841047,Pidgin,Divorced,Low,Secondary,True,False,14,Stable,7,68,False,False,French,16.5972230291371,Master's Degree,28,False,True,False,True
14,Male,False,3,Good,0.5836170088010451,Local Dialects,Married,Low,Primary,True,False,10,Stable,19,23,True,False,English,28.48624561693041,Bachelor's Degree,2,False,False,False,True
21,Male,False,3,Average,0.735577233076385,Local Dialects,Widowed,Medium,Primary,False,True,5,Stable,45,52,False,False,English,4.315632095893843,Diploma,20,True,False,True,False
12,Female,False,3,Poor,0.8678902465642301,English,Single,Medium,Secondary,False,False,10,Stable,45,58,False,False,English,25.219901084098126,Master's Degree,28,False,False,True,False
20,Male,False,0,Good,0.9051130566632918,Local Dialects,Single,Low,None,False,True,13,Stable,30,46,False,True,English,11.781483357387797,Bachelor's Degree,21,False,False,True,True
22,Male,False,0,Average,0.9005325160791424,French,Divorced,Medium,Primary,False,True,12,Stable,18,77,True,False,French,12.12040400832538,Bachelor's Degree,18,True,True,True,True
18,Female,False,3,Average,0.5147995858419452,English,Divorced,Low,None,False,False,14,Conflict,30,34,False,True,French,11.90955060656664,Bachelor's Degree,24,True,True,False,True
17,Female,False,0,Excellent,0.5302319107224799,English,Single,Medium,Primary,False,False,4,Conflict,34,31,False,True,French,6.302891056060306,Master's Degree,18,True,False,True,True
15,Male,False,1,Average,0.6948528124465596,English,Married,Low,Primary,True,False,6,Stable,21,28,False,False,French,4.0587147350997395,Bachelor's Degree,3,True,True,False,True
17,Female,False,3,Good,0.8720628093464805,English,Single,Low,Secondary,True,False,3,Stable,35,70,False,False,French,13.103303525379177,Bachelor's Degree,21,True,False,False,True
18,Male,False,1,Average,0.5394552732058446,Fulfulde,Divorced,Low,Secondary,False,False,6,Stable,25,41,False,False,English,25.644118867344677,Master's Degree,21,True,True,True,True
24,Female,True,0,Excellent,0.9255235220112922,English,Divorced,Low,Tertiary,False,True,8,Stable,40,32,False,True,English,2.2204628461061673,PhD,28,True,False,False,True
16,Male,False,4,Average,0.7549984532815801,Fulfulde,Widowed,Low,None,False,False,4,Conflict,16,31,False,False,French,22.174346192646485,Bachelor's Degree,21,False,False,True,True
18,Male,False,0,Excellent,0.7612704847696017,Fulfulde,Divorced,Medium,Tertiary,True,False,9,Stable,44,55,False,False,English,11.355773609112964,Diploma,28,False,True,False,False
12,Female,False,4,Excellent,0.8908689674928219,Fulfulde,Married,Low,None,False,False,9,Stable,12,58,False,False,English,5.1206070972181665,Bachelor's Degree,8,True,True,False,True
15,Male,False,0,Average,0.826984367536147,French,Single,Medium,Secondary,True,False,3,Stable,29,78,True,False,French,24.79500426484224,Bachelor's Degree,13,False,False,False,True
22,Male,False,2,Average,0.42665176015279915,Fulfulde,Widowed,Medium,Tertiary,False,False,5,Stable,38,79,False,False,English,21.31971331623627,Master's Degree,11,True,False,False,False
15,Male,True,2,Good,0.471685273247937,Pidgin,Single,Low,Primary,True,False,10,Stable,28,50,False,False,French,15.881867632586186,Bachelor's Degree,28,True,True,False,True
22,Female,False,1,Poor,0.8948550738451129,English,Married,Low,Primary,True,False,3,Stable,46,64,True,True,French,20.54792903646363,Bachelor's Degree,19,True,False,True,False
24,Female,False,3,Good,0.6820286121228978,Fulfulde,Widowed,Low,Primary,False,False,6,Conflict,19,20,False,True,English,3.9644580553198785,PhD,5,False,False,False,True
16,Female,False,1,Good,0.5828333157043218,French,Single,Low,Primary,False,False,13,Stable,7,28,False,False,French,17.159396466579967,Bachelor's Degree,21,False,True,False,True
20,Female,False,3,Poor,0.4590278406866751,Pidgin,Married,Low,Primary,False,True,6,Stable,29,70,True,False,French,14.793946770510889,Bachelor's Degree,21,False,False,False,True
23,Male,True,2,Average,0.8987071128608033,Fulfulde,Single,Medium,Primary,False,True,4,Stable,26,77,False,False,English,18.825346090810292,Bachelor's Degree,21,False,False,False,False
22,Male,False,1,Good,0.9882764113532719,Pidgin,Married,Low,None,True,False,13,Stable,10,47,False,True,English,3.7588464290410575,Bachelor's Degree,18,True,True,False,False
20,Female,False,4,Excellent,0.5020682678558362,English,Divorced,High,None,True,False,3,Stable,40,33,False,True,English,23.86735145393506,Master's Degree,27,True,True,True,False
20,Female,False,4,Excellent,0.8053252726969007,Fulfulde,Married,Low,None,False,True,3,Stable,39,46,False,False,French,8.073434598662502,Bachelor's Degree,14,True,False,False,True
19,Female,False,3,Poor,0.5069786263246553,Fulfulde,Widowed,Low,Primary,False,False,6,Stable,30,66,False,False,French,4.827540509646656,PhD,15,True,False,True,True
12,Female,False,3,Average,0.6899810842099362,French,Divorced,Medium,None,False,True,14,Stable,49,64,False,False,French,22.019391555163768,Bachelor's Degree,11,False,True,False,True
22,Male,False,4,Poor,0.8510856222301199,English,Single,Medium,Primary,True,True,10,Conflict,47,58,False,True,English,17.969395695726853,Master's Degree,4,False,True,False,True
17,Male,False,4,Poor,0.5588216564696393,English,Widowed,High,Secondary,False,False,6,Stable,17,35,False,True,French,18.77871567730931,Bachelor's Degree,20,False,False,False,True
18,Female,False,1,Poor,0.5011058192659864,Fulfulde,Divorced,High,None,True,True,12,Conflict,38,52,False,False,English,6.018513658681054,Diploma,6,True,True,True,True
22,Female,False,3,Poor,0.971856221789893,English,Single,Low,Secondary,False,False,9,Conflict,16,27,False,False,English,12.175018963137745,Master's Degree,3,True,False,True,True
23,Male,False,3,Poor,0.8637161973388454,French,Married,Low,Primary,False,False,2,Stable,40,25,False,False,English,6.771001913945501,Bachelor's Degree,9,False,False,False,False
21,Male,False,4,Excellent,0.8021407350912383,Pidgin,Married,High,None,True,True,9,Conflict,25,77,False,True,French,23.83852698731628,Master's Degree,6,True,True,True,True
17,Female,False,1,Excellent,0.5629964664555562,Fulfulde,Married,High,Primary,False,False,11,Stable,22,54,False,False,English,5.798593783488323,Bachelor's Degree,26,False,False,False,True
24,Female,False,4,Excellent,0.5049328993573381,French,Widowed,Low,None,True,True,14,Stable,27,51,False,False,English,24.072990283991484,Bachelor's Degree,18,True,False,True,True
12,Female,False,0,Average,0.5609751697967622,English,Single,High,Primary,False,True,3,Conflict,49,64,False,False,French,7.733409529799571,Bachelor's Degree,10,True,False,False,False
23,Female,False,0,Average,0.9896938981745133,Local Dialects,Divorced,Medium,Secondary,True,False,6,Stable,48,44,False,False,English,6.770999661783695,Bachelor's Degree,0,False,True,True,True
19,Female,False,1,Excellent,0.6312727858999541,Pidgin,Divorced,Low,Secondary,True,True,6,Conflict,42,60,False,False,English,1.3003451329217208,Bachelor's Degree,20,False,False,False,True
13,Female,False,3,Excellent,0.48885577065118474,Pidgin,Divorced,Medium,Primary,False,True,11,Conflict,14,76,False,False,English,7.026486255896655,PhD,5,False,True,False,True
20,Female,False,3,Excellent,0.8087470559820216,Local Dialects,Married,Low,Primary,False,True,14,Stable,25,63,False,False,English,21.61739076633246,Bachelor's Degree,28,True,True,False,True
19,Female,False,1,Excellent,0.9429965837613233,French,Married,Low,Secondary,False,False,5,Stable,6,30,False,False,English,5.134069465913447,Bachelor's Degree,6,False,False,False,False
24,Female,False,0,Poor,0.9306911073285908,English,Married,Low,Primary,False,False,9,Stable,7,28,False,False,English,8.962644149222575,Bachelor's Degree,22,False,False,True,False
20,Female,False,1,Good,0.9238020623358809,Local Dialects,Widowed,Low,Secondary,True,False,3,Stable,42,27,True,True,English,13.382066331767987,Bachelor's Degree,27,False,True,False,False
22,Male,False,4,Poor,0.9862959217665435,English,Widowed,Medium,Primary,True,False,4,Stable,41,67,False,False,French,12.678555870652161,Master's Degree,9,False,True,False,False
20,Female,False,3,Poor,0.5497617934259035,English,Married,Low,Secondary,False,False,9,Conflict,46,38,False,False,English,21.818781293707417,Bachelor's Degree,11,True,True,False,True
12,Female,False,3,Average,0.797027589565599,Pidgin,Single,Low,Secondary,True,False,12,Stable,5,20,False,False,English,21.552042654889803,Master's Degree,29,True,True,False,False
15,Female,False,0,Poor,0.4491477293707171,English,Single,Low,Primary,True,True,5,Conflict,20,68,False,False,French,4.270898319352817,Bachelor's Degree,15,True,True,True,False
16,Male,False,3,Poor,0.6965540760206677,Fulfulde,Divorced,Medium,Secondary,True,False,4,Stable,41,77,True,False,French,23.152750181601984,Diploma,5,False,True,False,True
13,Female,False,4,Poor,0.6856240041023568,Local Dialects,Widowed,High,Primary,False,False,5,Stable,19,30,False,False,French,11.834941782120055,Bachelor's Degree,2,False,False,True,True
19,Male,False,1,Average,0.9092813153078657,Pidgin,Divorced,Low,Secondary,True,False,11,Conflict,19,78,True,False,French,13.510717575471098,Master's Degree,9,True,True,False,True
12,Female,False,2,Good,0.739726638563464,Fulfulde,Divorced,Low,Secondary,False,True,7,Conflict,38,24,True,False,English,9.196931903533985,Master's Degree,29,True,True,True,False
17,Female,False,3,Good,0.7274866569273858,English,Widowed,Low,Secondary,False,False,7,Conflict,46,79,False,True,English,10.27253157525983,Diploma,19,False,True,False,True
13,Female,False,4,Poor,0.702505007599804,Local Dialects,Divorced,Low,None,False,True,13,Stable,47,57,False,True,English,19.18164001344216,Master's Degree,6,True,False,False,True
14,Male,False,2,Poor,0.5800991772547651,Pidgin,Widowed,Low,None,False,False,12,Stable,37,33,False,False,English,4.5343851649432585,Bachelor's Degree,1,False,True,True,True
17,Female,False,4,Poor,0.8259033272835659,Pidgin,Divorced,Medium,None,False,True,14,Stable,14,27,False,False,English,2.9640702870681626,Master's Degree,3,True,False,False,False
12,Female,False,1,Average,0.9215419831586078,Pidgin,Married,Medium,Primary,False,True,6,Stable,7,69,False,True,English,4.541099621818928,PhD,6,True,True,True,False
12,Male,False,3,Good,0.8532649027840935,French,Widowed,Medium,None,False,False,5,Stable,12,32,False,False,English,16.287394117289857,Diploma,24,False,True,False,False
19,Male,False,0,Excellent,0.7908439830142353,Fulfulde,Single,Low,Primary,False,False,7,Stable,24,57,False,True,French,4.311437123493229,PhD,28,False,True,False,True
13,Female,False,4,Average,0.4878781532019273,Pidgin,Widowed,High,Secondary,False,False,5,Stable,49,67,True,True,French,12.787484230663592,Bachelor's Degree,3,True,False,False,False
20,Male,False,4,Excellent,0.7607533964525794,Fulfulde,Divorced,Medium,Tertiary,False,False,11,Stable,11,66,False,True,English,24.691292753728707,Master's Degree,11,False,True,True,True
24,Male,False,1,Poor,0.42489106115867026,French,Single,Low,Tertiary,False,False,12,Conflict,48,49,True,False,French,0.5071779402893223,Master's Degree,12,True,True,False,True
16,Female,False,0,Good,0.9710063322356883,Local Dialects,Single,Low,Primary,False,False,8,Stable,30,64,True,False,French,23.803631549067173,PhD,4,False,False,True,True
12,Male,False,0,Excellent,0.6164331867119344,English,Widowed,Low,Primary,True,False,7,Stable,48,48,True,False,French,1.6294278674527574,Bachelor's Degree,28,True,False,False,False
14,Male,True,0,Poor,0.7561082591694841,Pidgin,Single,Medium,Secondary,False,False,11,Stable,38,48,False,False,English,3.739994574830805,Master's Degree,6,True,False,False,False
13,Male,False,4,Average,0.6125876574477525,Pidgin,Single,Medium,Tertiary,True,False,14,Stable,27,30,False,False,English,18.609438838388762,Bachelor's Degree,1,False,True,False,False
13,Female,False,2,Good,0.5538395627159511,Local Dialects,Single,Medium,Tertiary,False,False,3,Stable,18,23,True,False,French,7.213699559826811,Master's Degree,6,False,False,False,True
16,Female,False,0,Good,0.5551088476341913,English,Single,High,Primary,False,False,9,Stable,14,28,False,False,English,3.298084726728362,PhD,25,True,False,True,False
20,Female,False,3,Excellent,0.7871617256386985,Local Dialects,Widowed,Low,Tertiary,False,False,7,Conflict,12,66,False,True,English,7.653132274975327,PhD,26,False,False,True,True
22,Female,True,2,Good,0.4317278671175455,French,Single,Low,Secondary,True,False,7,Stable,23,53,False,False,French,4.19573260233316,Master's Degree,13,False,True,True,False
19,Female,False,4,Good,0.423167802264433,English,Divorced,Low,Primary,False,True,8,Stable,27,25,False,False,English,13.58647476437524,Bachelor's Degree,27,False,False,False,True
18,Male,True,2,Poor,0.6175902331292866,Pidgin,Widowed,Medium,Primary,False,False,13,Stable,32,52,False,False,English,5.709168447390674,Master's Degree,8,True,False,False,True
24,Male,True,2,Excellent,0.4279779164507236,Fulfulde,Divorced,Low,Tertiary,True,False,14,Stable,46,59,True,False,English,15.138122617424447,Bachelor's Degree,24,False,False,False,True
